Category,Motivation,Lable_num,Motivation_len,Claen_Mot,Claen_Mot_len
chemistry,"""for the phage display of peptides and antibodies""",0,50,phage display peptides antibodies,33
chemistry,"""for the directed evolution of enzymes""",0,39,directed evolution enzymes,26
physics,"""for their method of generating high-intensity ultra-short optical pulses""",5,74,method generating highintensity ultrashort optical pulses,57
physics,"""for the optical tweezers and their application to biological systems""",5,70,optical tweezers application biological systems,47
medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",3,83,discovery cancer therapy inhibition negative immune regulation,62
chemistry,"""for the development of lithium-ion batteries""",0,46,development lithiumion batteries,32
economics,"""for their experimental approach to alleviating global poverty""",1,63,experimental approach alleviating global poverty,48
literature,"""for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience""",2,123,influential linguistic ingenuity explored periphery specificity human experience,80
peace,"""for his efforts to achieve peace and international cooperation and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea""",4,167,efforts achieve peace international cooperation particular decisive initiative resolve border conflict neighbouring Eritrea,123
physics,"""for the discovery of an exoplanet orbiting a solar-type star""",5,62,discovery exoplanet orbiting solartype star,43
physics,"""for theoretical discoveries in physical cosmology""",5,51,theoretical discoveries physical cosmology,42
medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",3,75,discoveries cells sense adapt oxygen availability,49
economics,"""for improvements to auction theory and inventions of new auction formats""",1,74,improvements auction theory inventions auction formats,54
peace,"""for its efforts to combat hunger for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict""",4,222,efforts combat hunger contribution bettering conditions peace conflictaffected areas acting driving force efforts prevent hunger weapon war conflict,148
literature,"""for her unmistakable poetic voice that with austere beauty makes individual existence universal""",2,97,unmistakable poetic voice austere beauty makes individual existence universal,77
chemistry,"""for the development of a method for genome editing""",0,52,development method genome editing,33
physics,"""for the discovery of a supermassive compact object at the centre of our galaxy""",5,80,discovery supermassive compact object centre galaxy,51
physics,"""for the discovery that black hole formation is a robust prediction of the general theory of relativity""",5,104,discovery black hole formation robust prediction general theory relativity,74
medicine,"""for the discovery of Hepatitis C virus""",3,40,discovery Hepatitis C virus,27
literature,"""for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents""",2,156,uncompromising compassionate penetration effects colonialism fate refugee gulf cultures continents,98
economics,"""for their methodological contributions to the analysis of causal relationships""",1,80,methodological contributions analysis causal relationships,58
economics,"""for his empirical contributions to labour economics""",1,53,empirical contributions labour economics,40
peace,"""for their efforts to safeguard freedom of expression which is a precondition for democracy and lasting peace""",4,110,efforts safeguard freedom expression precondition democracy lasting peace,73
chemistry,"""for the development of asymmetric organocatalysis""",0,51,development asymmetric organocatalysis,38
physics,"""for the physical modelling of Earth’s climate quantifying variability and reliably predicting global warming""",5,110,physical modelling Earth’s climate quantifying variability reliably predicting global warming,93
physics,"""for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales""",5,117,discovery interplay disorder fluctuations physical systems atomic planetary scales,82
medicine,"""for their discoveries of receptors for temperature and touch""",3,62,discoveries receptors temperature touch,39
economics,"""for research on banks and financial crises""",1,44,research banks financial crises,31
peace,"""The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.""",4,375,Peace Prize laureates represent civil society home countries many years promoted right criticise power protect fundamental rights citizens made outstanding effort document war crimes human right abuses abuse power Together demonstrate significance civil society peace democracy,277
literature,"""for the courage and clinical acuity with which she uncovers the roots estrangements and  collective restraints of personal memory""",2,131,courage clinical acuity uncovers roots estrangements collective restraints personal memory,90
physics,"""for experiments with entangled photons establishing the violation of Bell inequalities and  pioneering quantum information science""",5,132,experiments entangled photons establishing violation Bell inequalities pioneering quantum information science,109
medicine,"""for his discoveries concerning the genomes of extinct hominins and human evolution""",3,84,discoveries concerning genomes extinct hominins human evolution,63
